model_target,arch_target,surrogate_type,surrogate_archs,surrogate_size_ensembles,norm_type,norm_max,norm_step,n_iter,n_ensemble,n_random_init,momentum,shuffle,ghost,input_diversity,translation_invariant,adv_fail_rate,adv_sucess_rate,adv_norm_mean,adv_norm_min,adv_norm_max,limit_samples_cycle,limit_cycles,surrogate_acc_original_ex,surrogate_acc_adv_ex,target_acc_original_ex,acc_original_ex,nb_adv,time
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,15,5,,True,False,False,False,0.0054,0.9946,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0,1.0,0.9612,5000,76721.70229254104
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,0.3,50,1,0,,True,False,False,False,0.0138,0.9862,2.832172155380249,0.7938357591629028,3.0000007152557373,,15,0.9612,0.0034,1.0,0.9612,5000,738.0483944406733
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,1,0,,True,False,False,False,0.0154,0.9846,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0026,1.0,0.9612,5000,737.8069393569604
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,0.3,50,1,0,0.9,True,False,False,False,0.0102,0.9898,3.0,2.9999992847442627,3.0000007152557373,,15,0.9612,0.0018,1.0,0.9612,5000,739.5653099631891
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,1,0,0.9,True,False,False,False,0.0078,0.9922,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0006,1.0,0.9612,5000,739.24515897315
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,0.3,50,1,5,,True,False,False,False,0.0204,0.9796,3.0,2.9999988079071045,3.0000007152557373,,15,0.9612,0.0044,1.0,0.9612,5000,4740.184716614895
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,1,5,,True,False,False,False,0.0224,0.9776,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0042,1.0,0.9612,5000,4585.518994441256
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,3.0,1,15,0,,True,False,False,False,0.313,0.687,2.9486889839172363,0.011800832115113735,2.999999761581421,,15,0.9612,0.2154,1.0,0.9612,5000,315.18841793667525
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.01568,1,15,0,,True,False,False,False,0.2338,0.7662,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.157,1.0,0.9612,5000,306.8799071814865
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,0.3,50,15,0,,True,False,False,False,0.0068,0.9932,2.995039939880371,0.05173615366220474,3.0000007152557373,,15,0.9612,0.0008,1.0,0.9612,5000,15225.734335018322
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,15,0,,True,False,False,False,0.0044,0.9956,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0,1.0,0.9612,5000,15179.008847502992
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,2,3.0,0.3,50,15,0,0.9,True,False,False,False,0.0072,0.9928,3.0,2.9999992847442627,3.0000007152557373,,15,0.9612,0.001,1.0,0.9612,5000,15215.55784434639
ImageNet/pretrained/resnet50,resnet50,dnn,resnet50,15,inf,0.01568,0.001568,50,15,0,0.9,True,False,False,False,0.0046,0.9954,0.015680013224482536,0.01568000763654709,0.015680015087127686,,15,0.9612,0.0002,1.0,0.9612,5000,15175.466054132208
